url_length,host_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at,num_ampersand,num_equals,num_question,num_percent,num_digits,digit_ratio,special_char_ratio,has_https,host_is_ip,num_subdomains,shannon_entropy,relative_entropy,has_login,has_signin,has_verify,has_verification,has_secure,has_account,has_update,has_confirm,has_password,has_bank,has_billing,has_paypal,label
24,15,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.25,1,0,1,3.772055208874201,0.6720192760265199,0,0,0,0,0,0,0,0,0,0,0,0,0
39,22,10,0,2,0,0,5,0,0,0,0,0,0,0.0,0.20512820512820512,0,0,1,4.1604200911461655,0.5381786257575918,0,0,0,0,0,0,0,0,0,0,0,0,1
35,26,1,0,2,1,0,3,0,0,0,0,0,0,0.0,0.2,1,0,1,3.9648576597402947,0.3867041918047348,0,0,0,0,0,0,0,0,0,0,0,0,1
40,32,1,0,2,0,0,3,0,0,0,0,0,6,0.15,0.15,0,0,1,4.134183719779188,0.5308306861200192,0,0,0,0,0,0,0,0,0,0,0,0,1
30,14,9,0,3,0,0,4,0,0,0,0,0,11,0.36666666666666664,0.26666666666666666,0,1,2,3.8980685120588383,1.3410448401720776,0,0,0,0,0,0,0,0,0,0,0,0,1
70,16,32,14,3,0,0,6,0,0,2,1,0,5,0.07142857142857142,0.18571428571428572,0,0,1,4.82701850985823,0.6588941324760875,0,0,0,0,0,0,0,0,0,0,0,0,1
38,16,15,0,2,0,0,4,0,0,0,0,0,0,0.0,0.18421052631578946,0,0,0,3.905307776373746,0.6562204622562888,0,0,0,0,0,0,0,0,0,0,0,0,1
24,15,1,0,2,1,0,3,0,0,0,0,0,0,0.0,0.2916666666666667,1,0,1,3.740601562950723,0.49161741891408084,0,0,0,0,0,0,0,0,0,0,0,0,0
62,34,21,0,3,1,0,3,0,0,0,0,0,0,0.0,0.12903225806451613,0,0,1,4.3532546819000775,0.35696885525730626,0,0,0,0,0,0,0,0,0,0,0,0,0
61,21,33,0,2,3,0,7,0,0,0,0,0,8,0.13114754098360656,0.21311475409836064,0,0,1,4.45876274835271,0.34332399926314106,0,0,0,0,0,0,0,0,0,0,0,0,0
64,8,49,0,2,0,2,6,0,0,0,0,0,3,0.046875,0.171875,0,0,0,4.201915524693378,0.5400842105228802,0,0,0,0,0,0,1,0,0,0,0,0,1
21,12,1,0,1,0,0,3,0,0,0,0,0,0,0.0,0.23809523809523808,1,0,0,3.844232898763191,0.5092204768252442,0,0,0,0,0,0,0,0,0,0,0,0,0
34,25,1,0,2,0,0,3,0,0,0,0,0,4,0.11764705882352941,0.17647058823529413,1,0,1,4.160704752887782,0.530093956581709,0,0,0,0,0,0,0,0,0,0,0,0,1
49,26,16,0,2,0,1,4,0,0,0,0,0,0,0.0,0.16326530612244897,0,0,1,4.244925854752683,0.424589157112673,0,0,0,0,0,0,0,0,0,0,0,0,0
89,14,68,0,4,1,0,11,0,0,0,0,0,0,0.0,0.19101123595505617,0,0,1,4.504632232401174,0.27239802551109327,1,0,0,0,0,0,0,0,0,0,0,0,1
60,21,31,0,3,1,0,6,0,0,0,0,0,0,0.0,0.18333333333333332,1,0,2,4.446078254079442,0.24842912719230317,0,0,0,0,0,0,0,0,0,0,0,0,1
93,17,69,0,1,8,0,5,0,0,0,0,0,8,0.08602150537634409,0.16129032258064516,0,0,0,4.549806866046801,0.4072450935271005,0,0,0,0,0,0,0,0,0,0,0,0,0
51,43,1,0,3,2,0,3,0,0,0,0,0,10,0.19607843137254902,0.17647058823529413,0,0,2,4.5492054887333735,0.5636791696848636,0,0,0,0,0,0,0,0,0,0,0,0,1
79,19,26,26,3,1,0,7,1,0,1,1,0,6,0.0759493670886076,0.189873417721519,0,0,1,4.781240559094902,1.0615501677310393,0,0,0,0,0,0,0,0,0,0,0,0,1
28,20,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.17857142857142858,1,0,1,3.9677201004745,0.393467301494602,0,0,0,0,0,0,0,0,0,0,0,0,0
168,12,148,0,2,1,0,4,0,0,0,0,0,24,0.14285714285714285,0.047619047619047616,1,0,1,5.45742397411003,1.7647155438200608,0,0,0,0,0,0,0,0,0,0,0,0,1
102,23,72,0,3,1,1,9,0,0,1,0,0,1,0.00980392156862745,0.1568627450980392,0,0,1,4.36154589289522,0.32102585290409663,0,0,0,0,0,0,0,0,0,0,0,0,1
48,20,20,0,2,0,1,4,0,0,0,0,0,0,0.0,0.16666666666666666,1,0,1,4.157268229617389,0.38683145871758917,0,0,0,0,0,0,0,0,0,0,0,0,0
68,18,42,0,4,0,0,6,0,0,0,0,0,0,0.0,0.16176470588235295,1,0,2,4.355630217825958,0.23604567137997395,0,0,0,0,0,0,0,0,0,0,0,0,1
126,31,26,61,3,0,0,6,0,1,2,1,0,32,0.25396825396825395,0.11904761904761904,0,0,1,4.9493971905260095,0.6716222101257463,0,0,0,0,0,0,0,0,0,0,0,0,1
57,28,22,0,2,0,0,5,0,0,0,0,0,0,0.0,0.14035087719298245,0,0,1,4.095877191520978,0.2875290774262793,0,0,0,0,0,0,0,0,0,0,0,0,1
44,35,1,0,2,3,0,3,0,0,0,0,0,0,0.0,0.20454545454545456,1,0,1,4.063387937609557,0.41197349691356655,0,0,0,0,0,0,0,0,0,0,0,1,1
33,14,11,0,1,0,0,4,0,0,0,0,0,0,0.0,0.18181818181818182,1,0,0,3.7834959231633984,0.5323445102079956,0,0,0,0,0,0,0,0,0,0,0,0,0
127,50,19,49,4,1,2,4,0,2,3,1,0,21,0.16535433070866143,0.14173228346456693,1,0,3,4.837324605675638,0.6072166984478974,0,0,0,0,1,0,1,0,0,0,0,0,1
50,18,25,0,1,3,0,4,0,0,0,0,0,0,0.0,0.18,0,0,0,4.126886761135438,0.32351489986048243,0,0,0,0,0,0,0,0,0,0,0,0,0
61,15,39,0,3,0,2,5,0,0,0,0,0,1,0.01639344262295082,0.18032786885245902,0,0,1,4.328301174253796,0.3575110610474921,0,0,0,0,0,0,0,0,0,0,0,0,0
49,14,27,0,2,0,0,6,0,0,0,1,0,0,0.0,0.20408163265306123,0,0,0,4.103707802945662,0.4776368174478337,1,0,0,0,0,0,0,0,0,0,0,0,1
93,19,67,0,2,4,1,7,0,0,0,0,0,5,0.053763440860215055,0.16129032258064516,0,0,1,4.586848193337727,0.29486149194844374,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.1875,0,0,1,3.9834585933443494,0.3575295452922553,0,0,0,0,0,0,0,0,0,0,0,0,0
54,11,36,0,2,1,0,5,0,0,0,0,0,0,0.0,0.16666666666666666,0,0,1,3.897837966283953,0.42184236168285894,0,0,0,0,0,0,0,0,0,0,0,0,1
50,20,22,0,3,0,0,5,0,0,0,0,0,0,0.0,0.18,1,0,1,4.003590820407827,0.3627667426813661,0,0,0,0,0,0,0,0,0,0,0,0,0
52,14,30,0,1,3,0,4,0,0,0,0,0,0,0.0,0.17307692307692307,1,0,0,4.210363882461015,0.27543563680520805,0,0,0,0,0,0,0,0,0,0,0,0,0
57,28,22,0,3,0,0,7,0,0,0,0,0,0,0.0,0.19298245614035087,0,0,2,4.202439190137591,0.28417941978233313,0,0,0,0,0,0,0,0,0,0,0,0,1
24,15,1,0,2,0,0,3,0,0,0,0,0,3,0.125,0.25,1,0,1,3.7406015629507228,0.8018309840910952,0,0,0,0,0,0,0,0,0,0,0,0,0
45,21,17,0,2,1,0,5,0,0,0,0,0,0,0.0,0.2,0,0,1,4.364540741814106,0.3062972460104313,0,0,0,0,0,0,0,0,0,0,0,0,0
94,24,43,0,7,0,0,4,1,0,0,0,0,15,0.1595744680851064,0.14893617021276595,1,0,2,4.688460097983368,0.7191485445750141,0,0,0,0,0,0,0,0,0,0,0,0,1
37,28,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.16216216216216217,1,0,1,4.022530474793987,0.3979477075090911,0,0,0,0,0,0,0,0,0,0,0,0,1
81,14,31,28,3,0,0,6,1,0,1,1,0,0,0.0,0.16049382716049382,0,0,0,4.396991794185412,0.6737987518854567,0,0,0,0,0,0,0,0,0,0,0,0,1
28,15,6,0,2,0,0,4,0,0,0,0,0,0,0.0,0.25,0,0,1,3.7264741182543752,0.4536292870063245,0,0,0,0,0,0,0,0,0,0,0,0,1
44,17,20,0,3,0,0,4,0,0,0,0,0,6,0.13636363636363635,0.18181818181818182,0,0,1,4.282739857027811,0.5940748876432038,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.20689655172413793,1,0,1,3.978333581185264,0.36818924580473805,0,0,0,0,0,0,0,0,0,0,0,0,0
293,14,74,196,4,2,0,7,0,2,1,1,0,146,0.49829351535836175,0.06143344709897611,1,0,1,4.897720947970794,1.3921332020347048,0,0,0,0,0,0,0,0,0,0,0,0,1
59,23,28,0,2,1,0,4,0,0,0,0,1,2,0.03389830508474576,0.15254237288135594,1,0,1,4.232065456391431,0.2944273685767816,0,0,0,0,0,0,0,0,0,0,0,0,0
72,12,53,0,2,4,0,8,0,0,0,0,0,8,0.1111111111111111,0.20833333333333334,0,0,1,4.463065932142576,0.3087113003158977,0,0,0,0,0,0,0,0,0,0,0,0,0
40,31,1,0,4,0,0,3,0,0,0,0,0,10,0.25,0.2,1,0,3,4.046439344671015,0.9780063898544633,0,0,0,0,0,0,0,0,0,0,0,0,1
44,36,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.13636363636363635,0,0,1,3.924754631470696,0.41308294849347277,0,0,0,0,0,0,0,0,0,0,0,0,0
44,14,23,0,1,1,0,4,0,0,0,0,0,0,0.0,0.1590909090909091,0,0,0,4.262362653567817,0.5379727521302703,0,0,0,0,0,0,0,0,0,0,0,0,1
89,11,71,0,2,6,0,4,0,0,0,0,0,0,0.0,0.14606741573033707,0,0,0,4.0342681969418095,0.36220278862218036,0,0,0,0,0,0,0,0,0,0,0,0,0
31,12,12,0,1,1,0,5,0,0,0,0,0,4,0.12903225806451613,0.25806451612903225,0,0,0,4.19259500475988,0.6920206653653427,0,0,0,0,0,0,0,0,0,0,0,0,1
19,11,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.3157894736842105,0,0,1,3.2866294867861954,0.9881822785003838,0,0,0,0,0,0,0,0,0,0,0,0,0
36,29,0,0,2,2,0,2,0,0,0,0,0,0,0.0,0.19444444444444445,0,0,1,4.048688113203415,0.3533950982744292,0,0,0,0,0,0,0,0,0,0,0,0,0
46,16,23,0,3,0,0,4,0,0,0,0,0,0,0.0,0.17391304347826086,0,0,1,3.7193506851941662,0.4486962715701983,0,0,0,0,0,0,0,0,0,0,0,0,1
26,14,5,0,2,0,0,4,0,0,0,0,0,2,0.07692307692307693,0.2692307692307692,0,0,1,3.6902603909683838,0.884646679819015,0,0,0,0,0,0,0,0,0,0,0,0,1
57,21,29,0,2,1,0,4,0,0,0,0,0,10,0.17543859649122806,0.15789473684210525,0,0,1,4.569046154211971,0.6338126784493453,0,0,0,0,0,0,0,0,0,0,0,0,1
76,23,45,0,2,3,0,6,0,0,0,0,0,0,0.0,0.15789473684210525,1,0,1,4.161648023061635,0.24973091531690347,0,0,0,0,0,0,0,0,0,0,0,0,0
326,19,16,282,6,6,0,4,1,5,5,1,0,62,0.1901840490797546,0.10736196319018405,1,0,1,5.6728381542766275,1.2908615418426153,1,0,0,0,0,0,0,0,0,1,0,0,1
36,21,8,0,2,0,0,3,0,0,0,0,0,0,0.0,0.16666666666666666,0,0,1,4.252715278979704,0.3395202097574566,0,0,0,0,0,0,0,0,0,0,0,0,0
74,28,38,0,4,3,0,5,0,0,0,0,0,9,0.12162162162162163,0.17567567567567569,1,0,2,4.690485419765329,0.3043921052763432,0,0,0,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.25,1,0,1,3.855388542207534,0.5257390342104022,0,0,0,0,0,0,0,0,0,0,0,0,0
65,20,37,0,3,1,0,7,0,0,0,0,0,6,0.09230769230769231,0.18461538461538463,1,0,1,4.510357429374702,0.25233769289506086,0,0,0,0,0,0,0,0,0,0,0,0,0
78,16,55,0,3,0,5,5,0,0,0,0,0,6,0.07692307692307693,0.1794871794871795,0,0,1,4.493252142206324,0.3422456668890977,0,0,0,0,0,0,0,0,0,0,0,0,0
35,23,5,0,2,0,0,4,0,0,0,0,0,0,0.0,0.2,0,0,1,3.704302931775617,0.5061365374105177,0,0,0,0,0,0,0,0,0,0,0,0,0
39,18,13,0,3,0,0,3,0,0,0,0,0,0,0.0,0.1794871794871795,1,0,1,4.131054782742918,0.4297069711473235,0,0,0,0,0,0,0,0,0,0,0,0,0
36,17,11,0,1,0,0,4,0,0,0,0,0,3,0.08333333333333333,0.16666666666666666,1,0,0,3.8718956694089623,0.6915273621304752,0,0,0,0,0,0,0,0,0,0,0,1,1
108,29,24,46,2,4,1,5,0,0,1,1,0,24,0.2222222222222222,0.14814814814814814,1,0,1,4.866677581176618,0.5542966522233868,1,0,0,0,0,0,0,0,0,0,0,0,1
78,69,1,0,4,2,0,3,0,0,0,0,0,9,0.11538461538461539,0.1282051282051282,1,0,3,4.823693648755262,0.4801902660876908,0,0,0,0,0,0,0,0,0,0,0,0,1
41,13,5,14,2,0,0,4,0,0,1,1,0,0,0.0,0.21951219512195122,1,0,1,3.9275717489329454,0.5885262498683639,0,0,0,0,0,0,0,0,0,0,0,0,1
97,16,74,0,2,0,5,6,0,0,1,0,0,0,0.0,0.17525773195876287,0,0,1,4.728376183386354,0.6353739212908047,0,0,0,0,0,0,0,0,0,0,0,0,0
106,20,78,0,3,0,0,8,0,0,0,0,0,5,0.04716981132075472,0.11320754716981132,1,0,1,4.4036519305121695,0.450356326692028,0,0,0,0,0,0,0,0,0,0,0,0,1
62,17,38,0,2,5,0,5,0,0,0,0,0,1,0.016129032258064516,0.20967741935483872,0,0,1,4.284842183187398,0.2708075528386652,0,0,0,0,0,0,0,0,0,0,0,0,0
36,20,9,0,2,0,0,3,0,0,0,0,0,0,0.0,0.19444444444444445,0,0,1,4.162573265150912,0.33787714299779115,0,0,0,0,0,0,0,0,0,0,0,0,0
26,15,4,0,2,0,0,4,0,0,0,0,0,1,0.038461538461538464,0.2692307692307692,0,0,1,3.5654483718208247,0.7061736780934779,0,0,0,0,0,0,0,0,0,0,0,0,1
61,14,40,0,2,0,1,6,0,0,0,0,0,0,0.0,0.16393442622950818,0,0,0,4.0864177725789865,0.37960801109594955,0,0,0,0,0,0,0,0,0,0,0,0,1
23,14,1,0,2,1,0,3,0,0,0,0,0,0,0.0,0.30434782608695654,1,0,1,3.849223912390625,0.4800801435227049,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,1,0,2,0,0,3,0,0,0,0,0,1,0.045454545454545456,0.2727272727272727,1,0,1,3.6635327548042538,0.9917131502075944,0,0,0,0,0,0,0,0,0,0,0,0,1
35,26,1,0,2,1,0,3,0,0,0,0,0,0,0.0,0.2,1,0,1,4.071581588126284,0.30959245755049514,0,0,0,0,0,0,0,0,0,0,0,0,1
119,17,95,0,2,2,11,4,0,0,0,0,0,0,0.0,0.16806722689075632,0,0,1,4.550545142338717,0.4867584050781763,0,0,0,0,0,0,0,0,0,0,0,0,0
72,14,51,0,2,3,0,7,0,0,0,0,0,2,0.027777777777777776,0.18055555555555555,0,0,0,4.274141413821241,0.22029103995910612,0,0,0,0,0,0,0,0,0,0,0,0,1
56,18,30,0,3,0,2,4,0,0,0,0,0,0,0.0,0.17857142857142858,1,0,2,4.276129815595919,0.458578959092611,0,0,0,0,0,0,0,0,0,0,0,0,0
47,32,8,0,3,2,0,3,0,0,0,0,0,0,0.0,0.19148936170212766,0,0,2,4.224727288613426,0.2813104504704718,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.1875,1,0,1,3.9917292966721747,0.38273849829034007,0,0,0,0,0,0,0,0,0,0,0,0,0
56,27,21,0,3,2,0,3,0,0,0,0,0,1,0.017857142857142856,0.16071428571428573,1,0,1,4.310060789343956,0.2210664427795767,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,9,0,2,0,0,4,0,0,0,0,0,0,0.0,0.19444444444444445,1,0,1,3.9959065984842446,0.4219252739897766,0,0,0,0,0,0,0,0,0,0,0,0,1
133,23,103,0,2,1,1,13,0,0,0,0,0,5,0.03759398496240601,0.13533834586466165,0,0,1,4.525143187418524,0.24972806863915828,0,1,0,0,0,1,0,0,0,0,0,0,1
75,17,51,0,3,0,0,7,0,0,0,0,0,0,0.0,0.17333333333333334,0,0,1,4.246111232828359,0.42723309392670816,0,0,0,0,0,0,0,0,0,0,0,0,0
36,17,12,0,2,1,0,3,0,0,0,0,0,0,0.0,0.19444444444444445,0,0,1,4.027719015921097,0.3437085289516521,0,0,0,0,0,0,0,0,0,0,0,0,0
35,22,1,3,2,1,0,3,0,0,1,1,0,1,0.02857142857142857,0.2571428571428571,1,0,1,4.229003731107053,0.5475978370899586,0,0,0,0,0,0,0,0,0,0,0,0,1
19,10,1,0,1,0,0,3,0,0,0,0,0,0,0.0,0.2631578947368421,1,0,0,3.43162356584743,0.7422800066522249,0,0,0,0,0,0,0,0,0,0,0,0,0
71,35,29,0,2,1,0,4,0,0,0,0,0,10,0.14084507042253522,0.1267605633802817,0,0,1,4.651468296336441,0.5131586764532045,0,0,0,0,0,0,0,0,0,0,0,0,1
37,11,19,0,2,1,0,4,0,0,0,0,0,0,0.0,0.21621621621621623,0,0,1,3.95905708166975,0.32151362284337504,0,0,0,0,0,0,0,0,0,0,0,0,0
43,24,12,0,3,0,0,3,0,0,0,0,0,4,0.09302325581395349,0.16279069767441862,0,0,1,4.547789463752856,0.5877254603768353,0,0,0,0,0,0,0,0,0,0,0,0,1
23,15,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.2608695652173913,0,0,1,3.6424896731661267,0.5823404570924993,0,0,0,0,0,0,0,0,0,0,0,0,0
68,22,38,0,2,0,0,4,0,0,0,0,0,18,0.2647058823529412,0.10294117647058823,1,0,1,4.601306223221492,0.8553269546936626,0,0,0,0,0,0,0,0,0,0,0,0,1
147,24,116,0,2,0,0,11,0,0,0,0,0,36,0.24489795918367346,0.09523809523809523,0,0,1,4.799284347961595,0.573059255153231,0,0,0,0,0,0,0,0,0,0,0,0,1
68,29,32,0,3,4,0,3,0,0,0,0,0,1,0.014705882352941176,0.16176470588235295,0,0,1,4.22175664359419,0.2367365423796694,0,0,0,0,0,0,0,0,0,0,0,0,0
123,46,19,49,5,0,2,4,0,2,3,1,0,18,0.14634146341463414,0.14634146341463414,1,0,4,4.808559727896323,0.58769422842212,0,0,0,0,1,0,1,0,0,0,0,0,1
77,23,47,0,1,0,0,5,0,0,0,0,0,21,0.2727272727272727,0.09090909090909091,0,0,0,4.777887801550821,0.72232300557658,0,0,0,0,0,0,0,0,0,0,0,0,1
54,16,31,0,3,3,0,3,0,0,0,0,0,0,0.0,0.18518518518518517,0,0,1,4.244723149910975,0.3354701936468609,0,0,0,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.25,1,0,1,3.605388542207534,0.5941147100787393,0,0,0,0,0,0,0,0,0,0,0,0,0
89,24,57,0,4,0,0,12,0,0,0,0,0,0,0.0,0.19101123595505617,1,0,2,4.227122167968651,0.49589600071034046,0,0,0,0,0,0,0,0,0,0,0,0,1
127,21,99,0,2,7,0,6,0,0,0,0,0,0,0.0,0.12598425196850394,0,0,1,4.061993209256637,0.3370750218653716,0,0,0,0,0,0,0,0,0,0,0,0,0
43,15,6,13,2,0,0,3,0,0,1,1,0,0,0.0,0.18604651162790697,1,0,1,4.443365626644181,0.8460758976618374,0,0,0,0,0,0,0,0,0,0,0,0,0
38,19,11,0,2,0,0,4,0,0,0,0,0,0,0.0,0.18421052631578946,1,0,1,4.201231789474708,0.31128709798516924,0,0,0,0,0,0,0,0,0,0,0,0,0
55,19,29,0,1,4,0,3,0,0,0,0,0,5,0.09090909090909091,0.16363636363636364,0,0,0,4.447103750156401,0.476136936057626,0,0,0,0,0,0,0,0,0,0,0,0,0
71,20,44,0,4,0,1,7,0,0,0,0,0,0,0.0,0.18309859154929578,0,0,2,4.054520629149646,0.31782296753083983,0,0,0,0,0,0,0,0,0,0,0,0,1
208,24,51,125,7,3,3,7,0,3,2,1,0,47,0.22596153846153846,0.12980769230769232,0,0,1,5.453308109066719,0.7497873950781266,0,0,0,0,0,0,0,0,0,0,0,0,1
43,24,12,0,1,0,0,5,0,0,0,0,0,0,0.0,0.16279069767441862,0,0,0,3.856870720856423,0.4153671416339948,0,0,0,0,0,0,0,0,0,0,0,0,1
25,16,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.24,1,0,1,3.753269689515107,0.4405318442992257,0,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.2,0,0,1,3.8136606896881857,0.7178031162856751,0,0,0,0,0,0,0,0,0,0,0,0,1
109,21,3,76,4,0,0,4,1,0,1,1,0,7,0.06422018348623854,0.11009174311926606,1,0,1,5.141838917120721,1.0045261292220664,0,0,0,0,0,0,0,0,0,0,0,0,1
156,11,106,31,3,0,2,7,0,1,3,1,0,22,0.14102564102564102,0.12179487179487179,0,0,0,5.549194634216745,0.9681174841960839,1,0,0,0,0,0,0,0,0,0,0,0,1
35,28,0,0,2,0,0,2,0,0,0,0,0,1,0.02857142857142857,0.14285714285714285,0,0,1,4.057575159678482,0.44731728599955234,0,0,0,0,0,0,0,0,0,0,0,0,1
57,12,38,0,4,0,0,7,0,0,0,0,0,0,0.0,0.21052631578947367,0,0,1,3.8434147437040798,0.38210365903921967,0,0,0,0,0,0,0,0,0,0,0,0,1
47,20,20,0,1,0,0,4,0,0,0,0,0,0,0.0,0.1276595744680851,0,0,0,4.000981404685001,0.44022824898460083,0,0,0,0,0,0,0,0,0,0,0,0,1
148,31,109,0,2,18,0,5,0,0,0,0,0,16,0.10810810810810811,0.17567567567567569,1,0,0,4.6761748616018295,0.4805969481514191,0,0,0,0,0,0,0,0,0,0,0,0,1
81,19,55,0,2,0,0,7,0,0,0,0,0,24,0.2962962962962963,0.12345679012345678,0,0,1,4.590902435937116,0.8307993635633126,0,0,0,0,0,0,0,0,0,0,0,0,1
75,37,31,0,4,0,0,6,0,0,0,0,0,0,0.0,0.14666666666666667,0,0,3,4.274880857909424,0.2610958447604293,0,0,0,0,0,0,0,0,0,0,0,0,1
36,17,11,0,2,0,0,4,0,0,0,0,0,0,0.0,0.19444444444444445,1,0,1,3.4966241415109924,0.5874927071116968,0,0,0,0,0,0,0,0,0,0,0,0,0
75,18,49,0,3,3,0,4,0,0,0,0,0,0,0.0,0.14666666666666667,1,0,1,4.204946024604936,0.3358574020904035,0,0,0,0,0,0,0,0,0,0,0,0,0
46,18,20,0,2,1,0,4,0,0,0,0,0,0,0.0,0.17391304347826086,1,0,1,4.137161140604462,0.2224282005542528,0,0,0,0,0,0,0,0,0,0,0,0,0
