url_length,host_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at,num_ampersand,num_equals,num_question,num_percent,num_digits,digit_ratio,special_char_ratio,has_https,host_is_ip,num_subdomains,shannon_entropy,relative_entropy,has_login,has_signin,has_verify,has_verification,has_secure,has_account,has_update,has_confirm,has_password,has_bank,has_billing,has_paypal,label
53,44,1,0,4,3,0,3,0,0,0,0,0,9,0.16981132075471697,0.20754716981132076,1,0,3,4.187378181134056,0.684041900449586,0,0,0,0,0,0,0,0,0,0,0,0,1
18,11,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.2777777777777778,0,0,1,3.5032583347756456,0.7530687795009716,0,0,0,0,0,0,0,0,0,0,0,0,1
108,17,84,0,2,10,0,6,0,0,0,0,0,8,0.07407407407407407,0.17592592592592593,0,0,1,4.550698905074092,0.29250872911222,0,0,0,0,0,0,0,0,0,0,0,0,0
27,18,1,0,2,1,0,3,0,0,0,0,0,0,0.0,0.25925925925925924,1,0,1,3.8282375018429553,0.4532630251417265,0,0,0,0,0,0,0,0,0,0,0,0,0
39,19,13,0,2,0,0,5,0,0,0,0,0,0,0.0,0.20512820512820512,0,0,1,4.109138039864115,0.27584698344604475,0,0,0,0,0,0,0,0,0,0,0,0,0
43,15,6,13,2,0,0,3,0,0,1,1,0,4,0.09302325581395349,0.18604651162790697,1,0,1,4.711034812791319,1.0415197807113379,0,0,0,0,0,0,0,0,0,0,0,0,0
35,16,12,0,1,0,0,5,0,0,0,0,0,0,0.0,0.2,0,0,0,4.025591860285232,0.4926720423527094,0,0,0,0,0,0,0,0,0,0,0,0,0
142,25,12,96,5,0,0,3,0,0,1,1,2,18,0.1267605633802817,0.09154929577464789,1,0,3,5.501196327493279,1.418420130509177,0,0,0,0,0,0,0,0,0,0,0,0,1
75,44,24,0,4,3,0,6,0,0,0,0,0,0,0.0,0.2,0,0,3,4.177328825158426,0.2610053843858291,1,0,0,0,1,0,0,0,0,0,0,0,1
34,16,11,0,2,0,0,6,0,0,0,0,0,1,0.029411764705882353,0.2647058823529412,0,0,0,3.8221819586428722,0.6772519160983863,0,0,0,0,0,0,0,0,0,0,0,0,1
46,16,14,8,2,0,0,3,0,0,0,1,0,0,0.0,0.15217391304347827,0,0,0,4.631832608042797,0.8074947524902185,0,0,1,0,0,0,0,0,0,0,0,0,1
45,28,10,0,4,0,0,3,0,0,0,0,0,9,0.2,0.17777777777777778,0,0,3,4.385754484978179,0.7084436776127249,0,0,0,0,0,0,0,0,0,0,0,0,1
47,19,21,0,2,0,0,4,0,0,0,0,2,2,0.0425531914893617,0.19148936170212766,0,0,1,4.312790384090397,0.4260768498017815,0,0,0,0,0,0,0,0,0,0,0,0,0
125,50,20,47,4,1,2,5,0,2,3,1,0,18,0.144,0.152,0,0,3,4.790427514171856,0.6278249631898993,0,0,0,0,1,0,1,0,0,0,0,0,1
76,27,42,0,3,1,0,4,0,0,0,0,0,12,0.15789473684210525,0.11842105263157894,0,0,2,4.517875625873007,0.5044472674167029,0,0,0,0,0,0,0,0,0,0,0,0,0
50,42,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.12,0,0,1,4.023981820580904,0.3714385045986211,0,0,0,0,0,0,0,0,0,0,0,0,0
72,15,50,0,2,6,0,3,0,0,0,0,0,0,0.0,0.16666666666666666,0,0,1,4.426549397655204,0.4256336917290615,0,0,0,0,0,0,0,0,0,0,0,0,0
54,45,1,0,2,0,0,3,0,0,0,0,0,12,0.2222222222222222,0.1111111111111111,1,0,1,4.632124715439568,0.4723775507902968,0,0,0,0,0,0,0,1,0,0,0,0,1
77,23,47,0,1,0,0,5,0,0,0,0,0,21,0.2727272727272727,0.09090909090909091,0,0,0,4.734146690456657,0.7214887093817961,0,0,0,0,0,0,0,0,0,0,0,0,1
36,15,14,0,3,0,0,4,0,0,0,0,0,0,0.0,0.2222222222222222,0,0,1,3.961320140211008,0.414940459175141,0,0,0,0,0,0,0,0,0,0,0,0,1
19,11,1,0,2,0,0,3,0,0,0,0,0,1,0.05263157894736842,0.3157894736842105,0,0,1,3.43162356584743,0.8269175135671902,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,1,0,1,0,0,3,0,0,0,0,0,0,0.0,0.15625,1,0,0,3.7386085007312415,0.4536394994764861,0,0,0,0,0,0,0,0,0,0,0,0,1
19,11,1,0,2,0,0,3,0,0,0,0,0,3,0.15789473684210525,0.3157894736842105,0,0,1,3.576617644908665,1.0929054986515292,0,0,0,0,0,0,0,0,0,0,0,0,1
33,22,4,0,1,0,0,4,0,0,0,0,0,0,0.0,0.18181818181818182,0,0,0,3.9912157102019847,0.38179063977981154,0,0,0,0,0,0,0,0,0,0,0,0,1
267,213,47,0,14,0,0,6,1,0,0,0,0,39,0.14606741573033707,0.08239700374531835,0,0,11,5.093764231946957,0.6752531685923018,0,0,0,0,0,0,0,0,0,0,0,0,1
41,32,1,0,2,0,0,3,0,0,0,0,0,1,0.024390243902439025,0.14634146341463414,1,0,1,4.0346536885808275,0.43829051194122937,0,0,0,0,0,0,0,0,0,0,0,0,1
32,25,0,0,2,0,0,2,0,0,0,0,0,1,0.03125,0.15625,0,0,1,4.077819531114783,0.38104780817664136,0,0,0,0,0,0,0,0,0,0,0,0,1
104,28,69,0,4,1,0,6,0,0,0,0,0,26,0.25,0.11538461538461539,0,0,2,4.822398974130023,0.723313707262983,0,0,1,1,0,0,0,0,0,0,0,0,1
32,21,4,0,2,0,0,4,0,0,0,0,0,0,0.0,0.21875,0,0,1,3.890319531114783,0.3794538808026842,0,0,0,0,0,0,0,0,0,0,0,0,1
31,13,10,0,2,0,0,5,0,0,0,0,0,1,0.03225806451612903,0.25806451612903225,1,0,1,3.6435772625452394,0.6737984131615578,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.1875,1,0,1,3.952819531114783,0.34878789120634235,0,0,0,0,0,0,0,0,0,0,0,0,0
59,19,33,0,2,4,0,4,0,0,0,0,0,4,0.06779661016949153,0.1864406779661017,0,0,1,4.522662863641033,0.19972138167638898,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,15,0,1,0,0,3,0,0,0,0,0,0,0.0,0.17857142857142858,0,0,0,3.896291529045928,0.4748666884507102,0,0,0,0,0,0,0,0,0,0,0,0,1
53,20,25,0,3,2,0,3,0,0,0,0,0,0,0.0,0.16981132075471697,1,0,1,4.033761021698655,0.33857077377632144,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.3157894736842105,1,0,1,3.3918926446809317,0.6421958574397144,0,0,0,0,0,0,0,0,0,0,0,0,0
42,19,16,0,3,1,0,3,0,0,0,0,0,5,0.11904761904761904,0.19047619047619047,0,0,1,4.14161920818398,0.5309351581784778,0,0,0,0,0,0,0,0,0,0,0,0,0
98,22,20,47,7,0,0,8,0,1,2,1,0,1,0.01020408163265306,0.21428571428571427,1,0,2,4.382411406067494,0.3513205719423148,0,0,0,0,0,0,0,0,0,0,0,0,1
30,18,5,0,1,1,0,3,0,0,0,0,0,0,0.0,0.2,0,0,0,4.148394345536404,0.9622593441027283,0,0,0,0,0,0,0,0,0,0,0,0,1
18,10,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.3333333333333333,0,0,1,3.30827083453526,0.8577466779458205,0,0,0,0,0,0,0,0,0,0,0,0,0
106,13,18,67,7,0,0,14,0,0,1,2,0,1,0.009433962264150943,0.25471698113207547,0,0,1,4.316329938248741,0.3425240346585675,1,0,0,0,0,0,0,0,0,0,0,0,1
25,16,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.24,1,0,1,3.7834651896016465,0.43294956038628246,0,0,0,0,0,0,0,0,0,0,0,0,0
32,25,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.15625,0,0,1,4.038909765557392,0.5038474499651207,0,0,0,0,0,0,0,0,0,0,0,0,1
47,18,21,0,3,0,1,4,0,0,0,0,0,4,0.0851063829787234,0.19148936170212766,1,0,2,4.351837255656768,0.466257419310498,0,0,0,0,0,0,0,0,0,0,0,0,0
35,27,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.14285714285714285,1,0,1,4.047160074632759,0.3789883755114477,0,0,0,0,0,0,0,0,0,0,0,0,1
26,17,1,0,2,1,0,3,0,0,0,0,0,0,0.0,0.2692307692307692,1,0,1,3.979097891134804,0.4450503068120804,0,0,0,0,0,0,0,0,0,0,0,0,0
43,14,22,0,3,0,0,5,0,0,0,0,0,6,0.13953488372093023,0.20930232558139536,0,0,1,4.34186497602557,0.5268363235614858,0,0,0,0,0,0,0,0,0,0,0,0,0
26,17,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.23076923076923078,1,0,1,3.4885252948977485,0.5638160743133864,0,0,0,0,0,0,0,0,0,0,0,0,0
47,10,30,0,2,1,0,5,0,0,0,0,0,19,0.40425531914893614,0.19148936170212766,0,0,0,4.402695968966624,1.0929884575490187,0,0,0,0,0,0,0,0,0,0,0,0,1
52,19,26,0,2,1,0,5,0,0,0,0,0,4,0.07692307692307693,0.17307692307692307,0,0,1,4.38815450741941,0.28405334628415013,0,0,0,0,0,0,0,0,0,0,0,0,0
34,26,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.17647058823529413,0,0,1,3.8558656947524796,0.5929510155230302,0,0,0,0,0,0,0,0,0,0,0,0,0
47,13,27,0,3,0,0,5,0,0,0,0,0,6,0.1276595744680851,0.19148936170212766,0,0,1,4.307159266931026,0.47172877802107943,0,0,0,0,0,0,0,0,0,0,0,0,1
33,24,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.18181818181818182,1,0,1,4.020926316000353,0.3788512324135295,0,0,0,0,0,0,0,0,0,0,0,0,0
55,27,21,0,3,0,1,3,0,0,0,0,0,1,0.01818181818181818,0.14545454545454545,0,0,1,4.26528556833822,0.24644864560735277,0,0,0,0,0,0,0,0,0,0,0,0,0
110,35,68,0,2,9,0,4,0,0,0,0,0,0,0.0,0.14545454545454545,0,0,1,4.238622359184686,0.27371139753770996,0,0,0,0,0,0,0,0,0,0,0,0,0
65,15,42,0,4,0,1,7,0,0,0,0,0,15,0.23076923076923078,0.2,1,0,1,4.494672044626182,0.648158173118601,0,0,0,0,0,0,0,0,0,0,0,0,0
54,16,31,0,2,0,3,4,0,0,0,0,0,0,0.0,0.2037037037037037,0,0,1,4.333204170067784,0.5282277942524914,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,4,0,1,0,0,3,0,0,0,0,0,2,0.13333333333333333,0.3333333333333333,0,0,0,3.32323142879762,1.2658413904960581,0,0,0,0,0,0,0,0,0,0,0,0,1
49,14,8,19,4,1,0,4,1,0,1,1,0,0,0.0,0.2653061224489796,0,0,1,4.10621704899493,0.9195637753637391,0,0,0,0,0,0,0,0,0,0,0,0,1
56,21,27,0,3,2,0,3,0,0,0,0,0,0,0.0,0.16071428571428573,1,0,1,4.29583344144878,0.35822996642744376,0,0,0,0,0,0,0,0,0,0,0,0,0
26,17,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.23076923076923078,1,0,1,3.7483286603655737,0.5898883359062385,0,0,0,0,0,0,0,0,0,0,0,0,0
126,50,20,47,4,1,2,5,0,2,3,1,0,14,0.1111111111111111,0.15079365079365079,1,0,3,4.741945083483013,0.5260423785334609,0,0,0,0,1,0,1,0,0,0,0,0,1
93,14,72,0,2,0,0,7,0,0,0,0,0,20,0.21505376344086022,0.10752688172043011,0,0,1,4.548283108519099,0.61528442694221,0,0,0,0,0,0,0,1,0,0,0,0,1
76,50,19,0,4,1,0,4,0,0,0,0,0,10,0.13157894736842105,0.13157894736842105,0,0,3,4.569956626136606,0.46264040611866913,0,0,0,0,1,0,1,0,0,0,0,0,1
163,19,108,28,5,6,0,9,0,0,1,1,1,2,0.012269938650306749,0.15337423312883436,0,0,1,4.597390481480593,0.2938373856393271,1,1,0,0,0,1,0,1,0,0,0,0,1
89,17,65,0,3,2,0,6,0,0,0,0,0,1,0.011235955056179775,0.1348314606741573,0,0,1,4.513640381064618,0.3943189543276249,0,0,0,0,0,0,0,0,0,0,0,0,0
29,21,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.20689655172413793,0,0,1,3.995237891380887,0.3349227607017292,0,0,0,0,1,0,0,0,0,0,0,0,1
114,19,87,0,3,10,0,5,0,0,0,0,0,6,0.05263157894736842,0.16666666666666666,1,0,1,4.432229685845145,0.2593415314795395,0,0,0,0,0,0,0,0,0,0,0,0,0
25,17,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.24,0,0,1,3.7834651896016465,0.55157989193351,0,0,0,0,0,0,0,0,0,0,0,0,0
38,15,15,0,2,0,0,4,0,0,0,0,0,0,0.0,0.18421052631578946,1,0,1,3.8725416580096272,0.5414692719488925,0,0,0,0,0,0,0,0,0,0,0,0,0
62,29,26,0,5,0,0,5,0,0,0,0,0,1,0.016129032258064516,0.1774193548387097,0,0,2,4.100811384248414,0.27839526823644467,0,0,0,0,0,0,0,0,0,0,0,0,1
35,10,17,0,1,1,0,4,0,0,0,0,0,0,0.0,0.2,1,0,0,4.01158543183743,0.30050268417661713,1,0,0,0,0,0,0,0,0,0,0,0,1
60,42,11,0,4,3,0,3,0,0,0,0,0,4,0.06666666666666667,0.18333333333333332,0,0,3,4.340002787802771,0.3117984573088728,0,0,0,0,0,0,0,0,0,0,0,0,1
48,18,22,0,3,0,1,4,0,0,0,0,0,0,0.0,0.1875,1,0,2,4.2801876989901,0.2932540158673539,0,0,0,0,0,1,0,0,0,0,0,0,0
80,13,60,0,4,0,0,4,0,0,0,0,0,46,0.575,0.1125,0,1,2,4.443742552530725,1.6493623159932946,0,0,0,0,0,0,0,0,0,0,0,0,1
44,15,22,0,2,2,0,5,0,0,0,0,0,0,0.0,0.22727272727272727,0,0,1,4.016614721924478,0.3130758117548195,0,0,0,0,0,0,0,0,0,0,0,0,0
54,14,33,0,1,0,0,3,0,0,0,0,0,21,0.3888888888888889,0.09259259259259259,0,0,0,4.6624112343914135,1.6641392420455159,0,0,0,0,0,0,0,0,0,0,0,0,1
32,24,1,0,2,0,0,3,0,0,0,0,0,2,0.0625,0.1875,0,0,1,3.941428031846024,0.63265173387027,0,0,0,0,0,0,0,0,0,0,0,0,1
96,19,70,0,3,7,0,8,0,0,0,0,0,8,0.08333333333333333,0.19791666666666666,0,0,2,4.487918361375831,0.2636410471000041,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15,36,0,2,3,0,5,0,0,0,0,0,0,0.0,0.1896551724137931,0,0,1,4.269823513430077,0.2256950089627402,0,0,0,0,0,0,0,0,0,0,0,0,0
23,13,3,0,2,0,0,3,0,0,0,0,0,0,0.0,0.2608695652173913,0,0,1,3.849223912390625,0.5398543239815179,0,0,0,0,0,0,0,0,0,0,0,0,1
31,8,6,9,1,0,0,4,0,0,1,1,0,4,0.12903225806451613,0.25806451612903225,0,0,0,4.0022680844408445,0.9355027484370774,0,0,0,0,0,0,0,0,0,0,0,0,1
31,24,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.16129032258064516,0,0,1,4.106949132758152,0.3143894086973347,0,0,0,0,0,0,0,0,0,1,0,0,1
34,7,20,0,1,1,0,6,0,0,0,0,0,1,0.029411764705882353,0.2647058823529412,0,0,0,4.02085512047121,0.395182229868377,0,0,0,0,0,0,0,0,0,0,0,0,0
37,28,1,0,4,0,0,3,0,0,0,0,0,13,0.35135135135135137,0.21621621621621623,1,0,3,4.445543568156238,1.092774208609048,0,0,0,0,0,0,0,0,0,0,0,0,1
20,4,8,0,1,0,0,3,0,0,0,0,0,3,0.15,0.25,1,0,0,3.884183719779189,1.1505869008633742,0,0,0,0,0,0,0,0,0,0,0,0,1
28,20,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.21428571428571427,0,0,1,3.7803946541231945,0.5336550696367506,0,0,0,0,0,0,0,0,0,0,0,0,0
76,25,43,0,2,2,0,7,0,0,0,0,0,6,0.07894736842105263,0.15789473684210525,1,0,1,4.496945112694045,0.40115874777328875,0,0,0,0,0,0,0,0,0,1,0,0,1
31,13,10,0,3,0,0,3,0,0,0,0,0,0,0.0,0.22580645161290322,1,0,1,3.9292144551992183,0.5405198360514076,0,0,0,0,0,0,0,0,0,0,0,0,1
40,22,11,0,3,0,0,4,0,0,0,0,0,0,0.0,0.2,0,0,2,4.084183719779189,0.32467497011995883,0,0,0,0,0,0,0,0,0,0,0,0,1
77,23,47,0,1,0,0,5,0,0,0,0,0,22,0.2857142857142857,0.09090909090909091,0,0,0,4.664731392171638,0.8564468030152355,0,0,0,0,0,0,0,0,0,0,0,0,1
99,15,76,0,2,0,0,7,0,0,0,0,0,11,0.1111111111111111,0.10101010101010101,1,0,1,5.363275115775429,0.9572957627437566,0,0,0,0,0,0,0,0,0,0,0,0,1
43,16,20,0,1,2,0,5,0,0,0,0,0,0,0.0,0.20930232558139536,0,0,0,4.164896592899132,0.305818900935082,0,0,0,0,0,0,0,0,0,0,0,0,1
66,13,11,33,2,0,1,3,0,0,1,1,0,18,0.2727272727272727,0.13636363636363635,1,0,1,4.97024483163753,1.1447335379580548,0,0,0,0,0,0,0,0,0,0,0,0,1
25,16,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.24,1,0,1,3.6234651896016463,0.5644380953587741,0,0,0,0,0,0,0,0,0,0,0,0,0
32,11,13,0,1,1,0,3,0,0,0,0,0,0,0.0,0.1875,1,0,0,4.1136085007312415,0.2749393897784773,0,0,0,0,0,0,0,0,0,0,0,0,1
103,16,80,0,3,11,0,4,0,0,0,0,0,7,0.06796116504854369,0.18446601941747573,0,0,1,4.410243568376558,0.2978666681466097,0,0,0,0,0,0,0,0,0,0,0,0,0
47,18,22,0,1,0,0,5,0,0,0,0,0,0,0.0,0.14893617021276595,0,0,0,3.8821769594621522,0.3950909598414245,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.1875,0,0,1,4.179229296672174,0.3589016716942987,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19,4,0,2,0,0,4,0,0,0,0,0,0,0.0,0.23333333333333334,0,0,1,3.8314018453921714,0.3805307172783703,0,0,0,0,0,0,0,0,0,0,0,0,1
279,16,33,221,3,8,3,5,0,1,2,1,3,65,0.23297491039426524,0.1003584229390681,1,0,1,5.815089804525709,1.1367964043149346,0,0,0,0,0,0,0,0,0,0,0,0,1
31,24,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.16129032258064516,0,0,1,4.0667842134731025,0.360862981984154,0,0,0,0,0,0,0,0,0,0,0,0,0
30,21,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.2,1,0,1,3.8729055953200557,0.3046662203996772,0,0,0,0,0,0,0,0,0,0,0,0,0
43,17,18,0,2,0,0,5,0,0,0,0,0,0,0.0,0.18604651162790697,1,0,0,4.078028279096584,0.3212952905491043,0,0,0,0,0,0,0,0,0,0,0,0,1
33,22,4,0,1,0,0,4,0,0,0,0,0,0,0.0,0.18181818181818182,0,0,0,3.76062054430996,0.5107482476668976,0,0,0,0,0,0,0,0,0,0,0,0,0
59,14,37,0,2,2,0,5,0,0,0,0,0,8,0.13559322033898305,0.1694915254237288,1,0,1,4.439941092094657,0.44744360009804596,0,0,0,0,0,0,0,0,0,0,0,0,0
28,16,5,0,1,0,0,4,0,0,0,0,0,0,0.0,0.21428571428571427,0,0,0,3.9946803684089094,0.617411262043698,0,0,0,0,0,0,0,0,0,0,0,0,1
37,16,13,0,2,0,0,5,0,0,0,0,0,6,0.16216216216216217,0.21621621621621623,1,0,1,4.260279974311011,0.6700801968053405,0,0,0,0,0,0,0,0,0,0,0,0,0
43,13,22,0,4,0,0,4,0,0,0,0,0,0,0.0,0.20930232558139536,1,0,2,3.8966266730551826,0.3581883837428162,0,0,0,0,0,0,0,0,0,0,0,0,1
53,36,10,0,5,2,0,3,0,0,0,0,0,6,0.11320754716981132,0.20754716981132076,0,0,3,4.244838210523052,0.47344915885789973,0,0,0,0,0,0,0,0,0,0,0,0,1
25,16,1,0,2,0,0,3,0,0,0,0,0,0,0.0,0.24,1,0,1,3.863465189601646,0.5141172780912141,0,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.19230769230769232,0,0,1,4.026986833359286,0.37574870670289984,0,0,0,0,0,0,0,0,0,0,0,0,0
48,15,26,0,2,2,0,3,0,0,0,0,0,0,0.0,0.16666666666666666,0,0,1,4.248734053066624,0.4280849558434038,0,0,0,0,0,0,0,0,0,0,0,0,0
49,18,24,0,3,0,0,5,0,0,0,0,0,2,0.04081632653061224,0.1836734693877551,0,0,1,4.474417946545265,0.46793584789242965,0,0,0,0,0,0,0,0,0,0,0,0,1
63,16,39,0,2,3,0,7,0,0,0,0,0,23,0.36507936507936506,0.20634920634920634,1,0,1,4.518703488389904,0.8725014114053945,0,0,0,0,0,0,0,0,0,0,0,0,0
92,18,67,0,2,1,0,8,0,0,0,0,0,21,0.22826086956521738,0.13043478260869565,0,0,1,4.737932271547935,0.5237638462085507,0,0,0,0,0,0,1,0,0,0,0,0,1
42,13,22,0,3,1,0,6,0,0,0,0,0,0,0.0,0.2619047619047619,0,0,1,4.0260298517012805,0.22576608645049487,0,0,0,0,0,0,0,0,0,0,0,0,1
